Simulation status;Solvent;Solvent temperature (K);Solvent pressure (bar);Reflux ratio col 1 (mole basis);Reflux ratio col 2 (mole basis);Solvent flowrate (kmol/hr);Mixture pressure (bar);Mixture temperature (K);Distillate rate col 1 (kmol/hr);Distillate rate col 2 (kmol/hr);Methanol purity (mole basis);Condensor 01 duty (kJ/hr);Condensor 02 duty (kJ/hr)
Warnings;2-4PDN;313.15;2;0.75;0.75;600;1;323.15;200;200;0.452047138;-16877692.1;-14316184.3
Warnings;2-4PDN;313.15;2;0.75;0.75;600;1;323.15;200;400;0.463500439;-16875855.2;-28698846.9
Warnings;2-4PDN;313.15;2;0.75;0.75;600;1;323.15;400;200;0.468452774;-32563225.1;-16574576.7
Warnings;2-4PDN;313.15;2;0.75;0.75;600;1;323.15;400;400;0.272531734;-32552641.1;-34078661.3
OK;2-4PDN;313.15;2;0.75;0.75;600;2;303.15;200;200;0.453205072;-16841380.5;-14324146.4
OK;2-4PDN;313.15;2;0.75;0.75;600;2;303.15;200;400;0.464611817;-16848681.5;-28714084.7
OK;2-4PDN;313.15;2;0.75;0.75;600;2;303.15;400;200;0.47103029;-32526281.4;-16594407.9
OK;2-4PDN;313.15;2;0.75;0.75;600;2;303.15;400;400;0.274012521;-32520379.8;-34134715.6
OK;2-4PDN;313.15;2;0.75;0.75;600;2;313.15;200;200;0.452630531;-16863921.1;-14320298.2
OK;2-4PDN;313.15;2;0.75;0.75;600;2;313.15;200;400;0.464064406;-16862030.5;-28706750.5
OK;2-4PDN;313.15;2;0.75;0.75;600;2;313.15;400;200;0.469814798;-32544298.5;-16585536.1
OK;2-4PDN;313.15;2;0.75;0.75;600;2;313.15;400;400;0.273291428;-32536082.6;-34107129.5
OK;2-4PDN;313.15;2;0.75;0.75;600;2;323.15;200;200;0.452047138;-16877692.1;-14316184.3
OK;2-4PDN;313.15;2;0.75;0.75;600;2;323.15;200;400;0.463500439;-16875855.2;-28698846.9
OK;2-4PDN;313.15;2;0.75;0.75;600;2;323.15;400;200;0.468452774;-32563225.1;-16574576.7
OK;2-4PDN;313.15;2;0.75;0.75;600;2;323.15;400;400;0.272531733;-32552641.1;-34078661.3
OK;2-4PDN;313.15;2;0.75;0.75;600;3;303.15;200;200;0.453205072;-16841380.5;-14324146.4
OK;2-4PDN;313.15;2;0.75;0.75;600;3;303.15;200;400;0.464611817;-16848681.5;-28714084.7
OK;2-4PDN;313.15;2;0.75;0.75;600;3;303.15;400;200;0.47103029;-32526281.4;-16594407.9
OK;2-4PDN;313.15;2;0.75;0.75;600;3;303.15;400;400;0.274012521;-32520379.8;-34134715.6
OK;2-4PDN;313.15;2;0.75;0.75;600;3;313.15;200;200;0.452630531;-16863921.1;-14320298.2
OK;2-4PDN;313.15;2;0.75;0.75;600;3;313.15;200;400;0.464064406;-16862030.5;-28706750.5
OK;2-4PDN;313.15;2;0.75;0.75;600;3;313.15;400;200;0.469814798;-32544298.5;-16585536.1
OK;2-4PDN;313.15;2;0.75;0.75;600;3;313.15;400;400;0.273291428;-32536082.6;-34107129.5
OK;2-4PDN;313.15;2;0.75;0.75;600;3;323.15;200;200;0.452047138;-16877692.1;-14316184.3
OK;2-4PDN;313.15;2;0.75;0.75;600;3;323.15;200;400;0.463500439;-16875855.2;-28698846.9
OK;2-4PDN;313.15;2;0.75;0.75;600;3;323.15;400;200;0.468452774;-32563225.1;-16574576.7
OK;2-4PDN;313.15;2;0.75;0.75;600;3;323.15;400;400;0.272531733;-32552641.1;-34078661.3
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;303.15;200;200;0.434214618;-17857190.7;-14621654.8
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;303.15;200;400;0.430982996;-17852888;-29052353.8
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;303.15;400;200;0.400154897;-33921560.4;-16379504.3
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;303.15;400;400;0.235635855;-33912372.1;-32547734.9
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;313.15;200;200;0.433829658;-17855384.4;-14615083.4
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;313.15;200;400;0.430607098;-17860919.5;-29048015.8
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;313.15;400;200;0.399202561;-33933749.7;-16371273.5
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;313.15;400;400;0.235111604;-33925076.5;-32528615.1
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;323.15;200;200;0.433412741;-17862532.2;-14611806.7
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;323.15;200;400;0.430222611;-17869060.5;-29043040.5
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;323.15;400;200;0.398266412;-33947945.7;-16362575.1
Warnings;2-4PDN;313.15;2;0.75;0.75;720;1;323.15;400;400;0.234533144;-33936298.7;-32507708.8
OK;2-4PDN;313.15;2;0.75;0.75;720;2;303.15;200;200;0.43427064;-17841539.8;-14618654.4
OK;2-4PDN;313.15;2;0.75;0.75;720;2;303.15;200;400;0.431010351;-17856066.4;-29053275.3
OK;2-4PDN;313.15;2;0.75;0.75;720;2;303.15;400;200;0.400151064;-33921551.1;-16379430.9
OK;2-4PDN;313.15;2;0.75;0.75;720;2;303.15;400;400;0.235635794;-33912375.5;-32547735.4
OK;2-4PDN;313.15;2;0.75;0.75;720;2;313.15;200;200;0.43382966;-17855384;-14615083.4
OK;2-4PDN;313.15;2;0.75;0.75;720;2;313.15;200;400;0.430607099;-17860919.6;-29048015.8
OK;2-4PDN;313.15;2;0.75;0.75;720;2;313.15;400;200;0.399202561;-33933749.7;-16371273.5
OK;2-4PDN;313.15;2;0.75;0.75;720;2;313.15;400;400;0.235111604;-33925076.6;-32528615.2
OK;2-4PDN;313.15;2;0.75;0.75;720;2;323.15;200;200;0.433412742;-17862532.2;-14611806.7
OK;2-4PDN;313.15;2;0.75;0.75;720;2;323.15;200;400;0.430222611;-17869060.5;-29043040.5
OK;2-4PDN;313.15;2;0.75;0.75;720;2;323.15;400;200;0.398266412;-33947945.7;-16362575.1
OK;2-4PDN;313.15;2;0.75;0.75;720;2;323.15;400;400;0.234533144;-33936298.7;-32507708.8
OK;2-4PDN;313.15;2;0.75;0.75;720;3;303.15;200;200;0.43427064;-17841539.8;-14618654.4
OK;2-4PDN;313.15;2;0.75;0.75;720;3;303.15;200;400;0.431010351;-17856066.4;-29053275.3
OK;2-4PDN;313.15;2;0.75;0.75;720;3;303.15;400;200;0.400151063;-33921551.1;-16379430.9
OK;2-4PDN;313.15;2;0.75;0.75;720;3;303.15;400;400;0.235635794;-33912375.5;-32547735.4
OK;2-4PDN;313.15;2;0.75;0.75;720;3;313.15;200;200;0.43382966;-17855384;-14615083.4
OK;2-4PDN;313.15;2;0.75;0.75;720;3;313.15;200;400;0.430607099;-17860919.6;-29048015.8
OK;2-4PDN;313.15;2;0.75;0.75;720;3;313.15;400;200;0.399202561;-33933749.7;-16371273.5
OK;2-4PDN;313.15;2;0.75;0.75;720;3;313.15;400;400;0.235111604;-33925076.6;-32528615.2
OK;2-4PDN;313.15;2;0.75;0.75;720;3;323.15;200;200;0.433412742;-17862532.2;-14611806.7
OK;2-4PDN;313.15;2;0.75;0.75;720;3;323.15;200;400;0.430222611;-17869060.5;-29043040.5
OK;2-4PDN;313.15;2;0.75;0.75;720;3;323.15;400;200;0.398266412;-33947945.7;-16362575.1
OK;2-4PDN;313.15;2;0.75;0.75;720;3;323.15;400;400;0.234533144;-33936298.7;-32507708.8
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;303.15;200;200;0.416974898;-18681526.8;-14859431.2
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;303.15;200;400;0.402927546;-18685523.6;-29346648.2
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;303.15;400;200;0.34072614;-35055790.5;-16108425.2
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;303.15;400;400;0.202355912;-35047146.4;-31240915.5
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;313.15;200;200;0.416767494;-18685276.6;-14857709.9
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;313.15;200;400;0.402721274;-18693160.9;-29343771.7
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;313.15;400;200;0.340067648;-35066585.7;-16102118.7
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;313.15;400;400;0.201985775;-35056322.8;-31227663
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;323.15;200;200;0.416540634;-18690507.2;-14856168.4
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;323.15;200;400;0.402492844;-18698720.4;-29340782.2
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;323.15;400;200;0.339392029;-35074237.8;-16095446.8
Warnings;2-4PDN;313.15;2;0.75;0.75;830;1;323.15;400;400;0.201607258;-35065861.1;-31214125.5
OK;2-4PDN;313.15;2;0.75;0.75;830;2;303.15;200;200;0.416949407;-18680502.8;-14858200
OK;2-4PDN;313.15;2;0.75;0.75;830;2;303.15;200;400;0.402905563;-18683559.9;-29346577.7
OK;2-4PDN;313.15;2;0.75;0.75;830;2;303.15;400;200;0.340766315;-35056032.3;-16108518.3
OK;2-4PDN;313.15;2;0.75;0.75;830;2;303.15;400;400;0.202342887;-35046071.2;-31240593.9
OK;2-4PDN;313.15;2;0.75;0.75;830;2;313.15;200;200;0.416767445;-18685288.1;-14857710.1
OK;2-4PDN;313.15;2;0.75;0.75;830;2;313.15;200;400;0.402721269;-18693157.4;-29343771.1
OK;2-4PDN;313.15;2;0.75;0.75;830;2;313.15;400;200;0.340067647;-35066585.5;-16102118.7
OK;2-4PDN;313.15;2;0.75;0.75;830;2;313.15;400;400;0.201985775;-35056322.8;-31227663
OK;2-4PDN;313.15;2;0.75;0.75;830;2;323.15;200;200;0.416540634;-18690507.2;-14856168.4
OK;2-4PDN;313.15;2;0.75;0.75;830;2;323.15;200;400;0.402492844;-18698720.4;-29340782.2
OK;2-4PDN;313.15;2;0.75;0.75;830;2;323.15;400;200;0.339392029;-35074237.8;-16095446.8
OK;2-4PDN;313.15;2;0.75;0.75;830;2;323.15;400;400;0.201607258;-35065861.1;-31214125.5
OK;2-4PDN;313.15;2;0.75;0.75;830;3;303.15;200;200;0.416949407;-18680502.8;-14858200
OK;2-4PDN;313.15;2;0.75;0.75;830;3;303.15;200;400;0.402905563;-18683559.9;-29346577.7
OK;2-4PDN;313.15;2;0.75;0.75;830;3;303.15;400;200;0.340766315;-35056032.3;-16108518.3
OK;2-4PDN;313.15;2;0.75;0.75;830;3;303.15;400;400;0.202342887;-35046071.2;-31240593.9
OK;2-4PDN;313.15;2;0.75;0.75;830;3;313.15;200;200;0.416767445;-18685288.1;-14857710.1
OK;2-4PDN;313.15;2;0.75;0.75;830;3;313.15;200;400;0.402721269;-18693157.4;-29343771.1
OK;2-4PDN;313.15;2;0.75;0.75;830;3;313.15;400;200;0.340067647;-35066585.5;-16102118.7
OK;2-4PDN;313.15;2;0.75;0.75;830;3;313.15;400;400;0.201985775;-35056322.8;-31227663
OK;2-4PDN;313.15;2;0.75;0.75;830;3;323.15;200;200;0.416540634;-18690507.2;-14856168.4
OK;2-4PDN;313.15;2;0.75;0.75;830;3;323.15;200;400;0.402492844;-18698720.4;-29340782.2
OK;2-4PDN;313.15;2;0.75;0.75;830;3;323.15;400;200;0.339392029;-35074237.8;-16095446.8
OK;2-4PDN;313.15;2;0.75;0.75;830;3;323.15;400;400;0.201607258;-35065861.1;-31214125.5
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;303.15;200;200;0.483131771;-16839313.3;-15135651.5
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;303.15;200;400;0.465455771;-16848193.9;-35835224.8
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;303.15;400;200;0.531205936;-32526248;-17657854.9
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;303.15;400;400;0.27401266;-32520386.4;-43887551.8
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;313.15;200;200;0.482619923;-16863921.1;-15134595.6
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;313.15;200;400;0.464917093;-16862030.5;-35823631.3
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;313.15;400;200;0.529909042;-32544298.5;-17652191.3
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;313.15;400;400;0.273291433;-32536082.6;-43852078
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;323.15;200;200;0.481999919;-16877692.1;-15131317.7
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;323.15;200;400;0.464354164;-16875855.2;-35812217.9
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;323.15;400;200;0.528466476;-32563225.1;-17644616.7
Warnings;2-4PDN;313.15;2;0.75;1.25;600;1;323.15;400;400;0.272531738;-32552641.1;-43815475.8
OK;2-4PDN;313.15;2;0.75;1.25;600;2;303.15;200;200;0.483227411;-16841380.5;-15137616.1
OK;2-4PDN;313.15;2;0.75;1.25;600;2;303.15;200;400;0.465463794;-16848681.5;-35834250.2
OK;2-4PDN;313.15;2;0.75;1.25;600;2;303.15;400;200;0.531205919;-32526281.4;-17657855.8
OK;2-4PDN;313.15;2;0.75;1.25;600;2;303.15;400;400;0.274012525;-32520379.8;-43887546.2
OK;2-4PDN;313.15;2;0.75;1.25;600;2;313.15;200;200;0.482619924;-16863921.1;-15134595.7
OK;2-4PDN;313.15;2;0.75;1.25;600;2;313.15;200;400;0.464917093;-16862030.5;-35823631.3
OK;2-4PDN;313.15;2;0.75;1.25;600;2;313.15;400;200;0.529909042;-32544298.5;-17652191.3
OK;2-4PDN;313.15;2;0.75;1.25;600;2;313.15;400;400;0.273291433;-32536082.6;-43852078
OK;2-4PDN;313.15;2;0.75;1.25;600;2;323.15;200;200;0.481999919;-16877692.1;-15131317.7
OK;2-4PDN;313.15;2;0.75;1.25;600;2;323.15;200;400;0.464354164;-16875855.2;-35812217.9
OK;2-4PDN;313.15;2;0.75;1.25;600;2;323.15;400;200;0.528466476;-32563225.1;-17644616.7
OK;2-4PDN;313.15;2;0.75;1.25;600;2;323.15;400;400;0.272531738;-32552641.1;-43815475.8
OK;2-4PDN;313.15;2;0.75;1.25;600;3;303.15;200;200;0.483227411;-16841380.5;-15137616.1
OK;2-4PDN;313.15;2;0.75;1.25;600;3;303.15;200;400;0.465463794;-16848681.5;-35834250.2
OK;2-4PDN;313.15;2;0.75;1.25;600;3;303.15;400;200;0.531205919;-32526281.4;-17657855.8
OK;2-4PDN;313.15;2;0.75;1.25;600;3;303.15;400;400;0.274012525;-32520379.8;-43887546.2
OK;2-4PDN;313.15;2;0.75;1.25;600;3;313.15;200;200;0.482619924;-16863921.1;-15134595.7
OK;2-4PDN;313.15;2;0.75;1.25;600;3;313.15;200;400;0.464917093;-16862030.5;-35823631.3
OK;2-4PDN;313.15;2;0.75;1.25;600;3;313.15;400;200;0.529909042;-32544298.5;-17652191.3
OK;2-4PDN;313.15;2;0.75;1.25;600;3;313.15;400;400;0.273291433;-32536082.6;-43852078
OK;2-4PDN;313.15;2;0.75;1.25;600;3;323.15;200;200;0.481999919;-16877692.1;-15131317.7
OK;2-4PDN;313.15;2;0.75;1.25;600;3;323.15;200;400;0.464354164;-16875855.2;-35812217.9
OK;2-4PDN;313.15;2;0.75;1.25;600;3;323.15;400;200;0.528466476;-32563225.1;-17644616.7
OK;2-4PDN;313.15;2;0.75;1.25;600;3;323.15;400;400;0.272531738;-32552641.1;-43815475.8
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;303.15;200;200;0.469329629;-17857190.7;-15457923.7
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;303.15;200;400;0.432733564;-17852888;-34519091.3
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;303.15;400;200;0.458417838;-33921560.4;-17881481
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;303.15;400;400;0.235635861;-33912372.1;-41846869.8
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;313.15;200;200;0.468962983;-17855384.4;-15459957
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;313.15;200;400;0.432358363;-17860919.5;-34512771.5
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;313.15;400;200;0.457386867;-33933749.7;-17877109.2
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;313.15;400;400;0.23511161;-33925076.6;-41822282.6
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;323.15;200;200;0.468517102;-17862532.2;-15457276.6
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;323.15;200;400;0.431969973;-17869060.5;-34508711.5
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;323.15;400;200;0.456375582;-33947945.7;-17872231.1
Warnings;2-4PDN;313.15;2;0.75;1.25;720;1;323.15;400;400;0.23453315;-33936298.7;-41795397.7
OK;2-4PDN;313.15;2;0.75;1.25;720;2;303.15;200;200;0.46943631;-17841539.8;-15462906
OK;2-4PDN;313.15;2;0.75;1.25;720;2;303.15;200;400;0.432765743;-17856066.4;-34517073.7
OK;2-4PDN;313.15;2;0.75;1.25;720;2;303.15;400;200;0.45841765;-33921551.1;-17881469.6
OK;2-4PDN;313.15;2;0.75;1.25;720;2;303.15;400;400;0.235635799;-33912375.5;-41846870.4
OK;2-4PDN;313.15;2;0.75;1.25;720;2;313.15;200;200;0.468962986;-17855384;-15459957
OK;2-4PDN;313.15;2;0.75;1.25;720;2;313.15;200;400;0.432358365;-17860919.6;-34512771.5
OK;2-4PDN;313.15;2;0.75;1.25;720;2;313.15;400;200;0.457386867;-33933749.7;-17877109.2
OK;2-4PDN;313.15;2;0.75;1.25;720;2;313.15;400;400;0.23511161;-33925076.6;-41822282.6
OK;2-4PDN;313.15;2;0.75;1.25;720;2;323.15;200;200;0.468517102;-17862532.2;-15457276.6
OK;2-4PDN;313.15;2;0.75;1.25;720;2;323.15;200;400;0.431969973;-17869060.5;-34508711.5
OK;2-4PDN;313.15;2;0.75;1.25;720;2;323.15;400;200;0.456375582;-33947945.7;-17872231.1
OK;2-4PDN;313.15;2;0.75;1.25;720;2;323.15;400;400;0.23453315;-33936298.7;-41795397.7
OK;2-4PDN;313.15;2;0.75;1.25;720;3;303.15;200;200;0.46943631;-17841539.8;-15462906
OK;2-4PDN;313.15;2;0.75;1.25;720;3;303.15;200;400;0.432765743;-17856066.4;-34517073.7
OK;2-4PDN;313.15;2;0.75;1.25;720;3;303.15;400;200;0.45841765;-33921551.1;-17881469.6
OK;2-4PDN;313.15;2;0.75;1.25;720;3;303.15;400;400;0.235635799;-33912375.5;-41846870.4
OK;2-4PDN;313.15;2;0.75;1.25;720;3;313.15;200;200;0.468962986;-17855384;-15459957
OK;2-4PDN;313.15;2;0.75;1.25;720;3;313.15;200;400;0.432358365;-17860919.6;-34512771.5
OK;2-4PDN;313.15;2;0.75;1.25;720;3;313.15;400;200;0.457386867;-33933749.7;-17877109.2
OK;2-4PDN;313.15;2;0.75;1.25;720;3;313.15;400;400;0.23511161;-33925076.6;-41822282.6
OK;2-4PDN;313.15;2;0.75;1.25;720;3;323.15;200;200;0.468517102;-17862532.2;-15457276.6
OK;2-4PDN;313.15;2;0.75;1.25;720;3;323.15;200;400;0.431969973;-17869060.5;-34508711.5
OK;2-4PDN;313.15;2;0.75;1.25;720;3;323.15;400;200;0.456375582;-33947945.7;-17872231.1
OK;2-4PDN;313.15;2;0.75;1.25;720;3;323.15;400;400;0.23453315;-33936298.7;-41795397.7
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;303.15;200;200;0.456499373;-18681526.8;-15770317.4
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;303.15;200;400;0.404429607;-18685523.6;-33633763.9
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;303.15;400;200;0.396134537;-35055790.5;-18142730.6
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;303.15;400;400;0.202355919;-35047146.4;-40165274.8
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;313.15;200;200;0.456281217;-18685276.6;-15769716
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;313.15;200;400;0.404223954;-18693160.9;-33629542.8
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;313.15;400;200;0.395396923;-35066585.7;-18139806.3
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;313.15;400;400;0.201985783;-35056322.8;-40148224
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;323.15;200;200;0.456043704;-18690507.2;-15768650.9
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;323.15;200;400;0.403994329;-18698720.4;-33626961.9
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;323.15;400;200;0.394646113;-35074237.8;-18136449.1
Warnings;2-4PDN;313.15;2;0.75;1.25;830;1;323.15;400;400;0.201607266;-35065861.1;-40130806.8
OK;2-4PDN;313.15;2;0.75;1.25;830;2;303.15;200;200;0.456453444;-18680502.8;-15767974.1
OK;2-4PDN;313.15;2;0.75;1.25;830;2;303.15;200;400;0.404405505;-18683559.9;-33636191.1
OK;2-4PDN;313.15;2;0.75;1.25;830;2;303.15;400;200;0.396189291;-35056032.3;-18142378.3
OK;2-4PDN;313.15;2;0.75;1.25;830;2;303.15;400;400;0.202342895;-35046071.2;-40164861.7
OK;2-4PDN;313.15;2;0.75;1.25;830;2;313.15;200;200;0.456281177;-18685288.1;-15769716
OK;2-4PDN;313.15;2;0.75;1.25;830;2;313.15;200;400;0.404223954;-18693157.4;-33629537.2
OK;2-4PDN;313.15;2;0.75;1.25;830;2;313.15;400;200;0.395396922;-35066585.5;-18139806.2
OK;2-4PDN;313.15;2;0.75;1.25;830;2;313.15;400;400;0.201985783;-35056322.8;-40148224
OK;2-4PDN;313.15;2;0.75;1.25;830;2;323.15;200;200;0.456043704;-18690507.2;-15768650.9
OK;2-4PDN;313.15;2;0.75;1.25;830;2;323.15;200;400;0.403994329;-18698720.4;-33626961.9
OK;2-4PDN;313.15;2;0.75;1.25;830;2;323.15;400;200;0.394646113;-35074237.8;-18136449.1
OK;2-4PDN;313.15;2;0.75;1.25;830;2;323.15;400;400;0.201607266;-35065861.1;-40130806.8
OK;2-4PDN;313.15;2;0.75;1.25;830;3;303.15;200;200;0.456453444;-18680502.8;-15767974.1
OK;2-4PDN;313.15;2;0.75;1.25;830;3;303.15;200;400;0.404405505;-18683559.9;-33636191.1
OK;2-4PDN;313.15;2;0.75;1.25;830;3;303.15;400;200;0.396189291;-35056032.3;-18142378.3
OK;2-4PDN;313.15;2;0.75;1.25;830;3;303.15;400;400;0.202342895;-35046071.2;-40164861.7
OK;2-4PDN;313.15;2;0.75;1.25;830;3;313.15;200;200;0.456281177;-18685288.1;-15769716
OK;2-4PDN;313.15;2;0.75;1.25;830;3;313.15;200;400;0.404223954;-18693157.4;-33629537.2
OK;2-4PDN;313.15;2;0.75;1.25;830;3;313.15;400;200;0.395396922;-35066585.5;-18139806.2
OK;2-4PDN;313.15;2;0.75;1.25;830;3;313.15;400;400;0.201985783;-35056322.8;-40148224
OK;2-4PDN;313.15;2;0.75;1.25;830;3;323.15;200;200;0.456043704;-18690507.2;-15768650.9
OK;2-4PDN;313.15;2;0.75;1.25;830;3;323.15;200;400;0.403994329;-18698720.4;-33626961.9
OK;2-4PDN;313.15;2;0.75;1.25;830;3;323.15;400;200;0.394646113;-35074237.8;-18136449.1
OK;2-4PDN;313.15;2;0.75;1.25;830;3;323.15;400;400;0.201607266;-35065861.1;-40130806.8
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;303.15;200;200;0.365174017;-20248911.2;-11954067.8
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;303.15;200;400;0.372965704;-20250250.4;-24057865.4
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;303.15;400;200;0.300343704;-38597963.4;-12273477.7
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;303.15;400;400;0.223638904;-38591050.2;-23576754
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;313.15;200;200;0.364677674;-20269865.1;-11949798.8
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;313.15;200;400;0.372482102;-20268476.4;-24048858.7
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;313.15;400;200;0.299550234;-38611031.9;-12263973
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;313.15;400;400;0.223097791;-38605470.8;-23560995.1
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;323.15;200;200;0.364144003;-20284315.5;-11944754.7
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;323.15;200;400;0.371961269;-20284793.6;-24038984.1
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;323.15;400;200;0.298578137;-38624484.3;-12252381.7
Warnings;2-4PDN;313.15;2;1.25;0.25;600;1;323.15;400;400;0.222529176;-38627844.9;-23544922.8
OK;2-4PDN;313.15;2;1.25;0.25;600;2;303.15;200;200;0.365172528;-20254002.7;-11954522.6
OK;2-4PDN;313.15;2;1.25;0.25;600;2;303.15;200;400;0.372987769;-20253453.5;-24058451.8
OK;2-4PDN;313.15;2;1.25;0.25;600;2;303.15;400;200;0.300347896;-38597952.6;-12273519.8
OK;2-4PDN;313.15;2;1.25;0.25;600;2;303.15;400;400;0.223639334;-38590830.2;-23576755.5
OK;2-4PDN;313.15;2;1.25;0.25;600;2;313.15;200;200;0.364677685;-20269863.7;-11949798.8
OK;2-4PDN;313.15;2;1.25;0.25;600;2;313.15;200;400;0.372482101;-20268475.8;-24048858.7
OK;2-4PDN;313.15;2;1.25;0.25;600;2;313.15;400;200;0.299550234;-38611031.9;-12263973
OK;2-4PDN;313.15;2;1.25;0.25;600;2;313.15;400;400;0.223097791;-38605470.8;-23560995.1
OK;2-4PDN;313.15;2;1.25;0.25;600;2;323.15;200;200;0.364144003;-20284315.5;-11944754.7
OK;2-4PDN;313.15;2;1.25;0.25;600;2;323.15;200;400;0.371961269;-20284793.6;-24038984.1
OK;2-4PDN;313.15;2;1.25;0.25;600;2;323.15;400;200;0.298578137;-38624484.3;-12252381.7
OK;2-4PDN;313.15;2;1.25;0.25;600;2;323.15;400;400;0.222529176;-38627844.9;-23544922.8
OK;2-4PDN;313.15;2;1.25;0.25;600;3;303.15;200;200;0.365172528;-20254002.7;-11954522.6
OK;2-4PDN;313.15;2;1.25;0.25;600;3;303.15;200;400;0.372987769;-20253453.5;-24058451.8
OK;2-4PDN;313.15;2;1.25;0.25;600;3;303.15;400;200;0.300347896;-38597952.6;-12273519.8
OK;2-4PDN;313.15;2;1.25;0.25;600;3;303.15;400;400;0.223639334;-38590830.2;-23576755.5
OK;2-4PDN;313.15;2;1.25;0.25;600;3;313.15;200;200;0.364677685;-20269863.7;-11949798.8
OK;2-4PDN;313.15;2;1.25;0.25;600;3;313.15;200;400;0.372482101;-20268475.8;-24048858.7
OK;2-4PDN;313.15;2;1.25;0.25;600;3;313.15;400;200;0.299550234;-38611031.9;-12263973
OK;2-4PDN;313.15;2;1.25;0.25;600;3;313.15;400;400;0.223097791;-38605470.8;-23560995.1
OK;2-4PDN;313.15;2;1.25;0.25;600;3;323.15;200;200;0.364144003;-20284315.5;-11944754.7
OK;2-4PDN;313.15;2;1.25;0.25;600;3;323.15;200;400;0.371961269;-20284793.6;-24038984.1
OK;2-4PDN;313.15;2;1.25;0.25;600;3;323.15;400;200;0.298578137;-38624484.3;-12252381.7
OK;2-4PDN;313.15;2;1.25;0.25;600;3;323.15;400;400;0.222529176;-38627844.9;-23544922.8
Warnings;2-4PDN;313.15;2;1.25;0.25;720;1;303.15;200;200;0.337014698;-21521718.9;-11867873.5
