Name,Abbreviation,Type,Formula,PCO2 [kPa],Temp [K],CA [M],α [molCO2 molamine-1],References
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,27.316,313.15,2.0,0.791,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,89.639,313.15,2.0,0.879,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,2.826,333.15,2.0,0.22,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,7.602,333.15,2.0,0.331,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,13.858,333.15,2.0,0.389,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,28.128,333.15,2.0,0.518,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,92.494,333.15,2.0,0.681,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,2.808,353.15,2.0,0.102,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,7.343,353.15,2.0,0.243,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,14.038,353.15,2.0,0.283,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,27.509,353.15,2.0,0.38,Singto et.al (2016)
4-((2-hydroxyethyl)(ethyl)amino)-2-butanol,HEEAB,Tertiary,C8H19NO2,89.267,353.15,2.0,0.533,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,2.953,298.15,2.0,0.433,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,7.647,298.15,2.0,0.62,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,14.179,298.15,2.0,0.699,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,27.654,298.15,2.0,0.762,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,90.374,298.15,2.0,0.913,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,2.918,313.15,2.0,0.288,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,7.718,313.15,2.0,0.4,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,14.405,313.15,2.0,0.436,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,28.234,313.15,2.0,0.548,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,91.574,313.15,2.0,0.66,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,2.925,333.15,2.0,0.179,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,7.67,333.15,2.0,0.211,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,14.481,333.15,2.0,0.259,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,28.361,333.15,2.0,0.368,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,92.361,333.15,2.0,0.62,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,2.875,353.15,2.0,0.053,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,7.512,353.15,2.0,0.142,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,14.021,353.15,2.0,0.182,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,28.147,353.15,2.0,0.292,Singto et.al (2016)
4-((2-hydroxyethyl)(methyl)amino)-2-butanol,HEMAB,Tertiary,C7H17NO2,91.356,353.15,2.0,0.462,Singto et.al (2016)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,1.796,313.15,2.0,0.547,Lee et al (2012)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,3.593,313.15,2.0,0.857,Lee et al (2012)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,8.982,313.15,2.0,1.264,Lee et al (2012)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,1.12,313.15,0.625,0.417,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,1.46,313.15,0.625,0.612,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,2.13,313.15,0.625,0.794,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,4.74,313.15,0.625,1.2,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,7.47,313.15,0.625,1.38,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,11.2,313.15,0.625,1.55,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,25.5,313.15,0.625,1.71,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,58.0,313.15,0.625,1.82,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,1.23,333.15,0.625,0.148,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,2.07,333.15,0.625,0.297,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,3.08,333.15,0.625,0.441,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,4.17,333.15,0.625,0.608,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,6.47,333.15,0.625,0.726,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,10.77,333.15,0.625,0.886,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,13.3,333.15,0.625,1.13,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,23.0,333.15,0.625,1.32,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,42.7,333.15,0.625,1.5,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,70.1,333.15,0.625,1.63,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,109.2,333.15,0.625,1.72,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,152.4,333.15,0.625,1.78,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,6.8,353.15,0.625,0.26,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,10.7,353.15,0.625,0.366,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,12.7,353.15,0.625,0.472,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,19.9,353.15,0.625,0.599,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,30.2,353.15,0.625,0.749,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,37.0,353.15,0.625,0.831,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,49.5,353.15,0.625,0.922,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,62.1,353.15,0.625,1.19,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,112.1,353.15,0.625,1.39,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,188.4,353.15,0.625,1.55,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,265.7,353.15,0.625,1.66,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,352.1,353.15,0.625,1.75,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,508.0,353.15,0.625,1.82,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,690.6,353.15,0.625,1.9,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,0.78,313.15,1.25,0.227,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,1.0,313.15,1.25,0.355,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,1.61,313.15,1.25,0.507,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,2.18,313.15,1.25,0.659,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,3.01,313.15,1.25,0.807,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,3.82,313.15,1.25,1.15,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,7.12,313.15,1.25,1.3,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,10.8,313.15,1.25,1.45,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,19.7,313.15,1.25,1.61,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,43.9,313.15,1.25,1.77,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,89.4,313.15,1.25,1.88,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,116.4,313.15,1.25,1.92,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,1.27,333.15,1.25,0.12,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,3.0,333.15,1.25,0.263,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,5.0,333.15,1.25,0.509,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,8.4,333.15,1.25,0.705,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,11.8,333.15,1.25,0.898,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,30.8,333.15,1.25,1.24,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,50.1,333.15,1.25,1.42,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,79.5,333.15,1.25,1.57,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,127.5,333.15,1.25,1.72,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,210.4,333.15,1.25,1.83,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,378.5,333.15,1.25,1.93,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,547.5,333.15,1.25,1.97,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,8.9,353.15,1.25,0.248,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,13.0,353.15,1.25,0.447,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,22.4,353.15,1.25,0.609,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,40.7,353.15,1.25,0.773,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,130.2,353.15,1.25,1.25,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,169.5,353.15,1.25,1.31,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,245.5,353.15,1.25,1.49,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,354.4,353.15,1.25,1.62,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,474.3,353.15,1.25,1.71,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,628.4,353.15,1.25,1.83,Li et al (2014)
4-(2-aminopropan-2-yl)-1-methylcyclohexanamine,2APMCH,Primary,C10H22N2,776.0,353.15,1.25,1.92,Li et al (2014)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,2.865,298.15,2.0,0.13,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,7.725,298.15,2.0,0.201,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,14.179,298.15,2.0,0.238,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,27.935,298.15,2.0,0.311,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,93.16,298.15,2.0,0.346,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,2.943,313.15,2.0,0.01,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,7.682,313.15,2.0,0.012,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,13.994,313.15,2.0,0.021,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,28.399,313.15,2.0,0.033,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,89.813,313.15,2.0,0.041,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,2.948,333.15,2.0,0.01,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,7.545,333.15,2.0,0.012,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,14.067,333.15,2.0,0.025,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,28.138,333.15,2.0,0.033,Singto et.al (2016)
4-(dibutylamino)-2-butanol,4DBA2B,Tertiary,C12H27NO,92.209,333.15,2.0,0.05,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,11.0,298.15,1.0,0.83,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,13.0,298.15,1.0,0.87,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,35.0,298.15,1.0,0.89,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,60.0,298.15,1.0,0.9,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,71.0,298.15,1.0,0.92,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,99.0,298.15,1.0,0.93,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,11.0,313.15,1.0,0.78,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,15.0,313.15,1.0,0.8,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,36.0,313.15,1.0,0.83,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,57.0,313.15,1.0,0.89,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,66.0,313.15,1.0,0.89,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,78.0,313.15,1.0,0.9,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,100.0,313.15,1.0,0.91,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,11.0,333.15,1.0,0.52,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,13.0,333.15,1.0,0.56,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,33.0,333.15,1.0,0.63,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,62.0,333.15,1.0,0.71,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,72.0,333.15,1.0,0.75,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,99.0,333.15,1.0,0.81,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,10.0,298.15,2.0,0.92,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,15.0,298.15,2.0,0.94,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,31.0,298.15,2.0,0.95,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,51.0,298.15,2.0,0.97,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,76.0,298.15,2.0,0.98,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,100.0,298.15,2.0,1.0,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,10.0,313.15,2.0,0.83,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,15.0,313.15,2.0,0.88,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,30.0,313.15,2.0,0.92,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,51.0,313.15,2.0,0.95,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,76.0,313.15,2.0,0.97,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,100.0,313.15,2.0,0.99,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,10.0,333.15,2.0,0.76,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,15.0,333.15,2.0,0.79,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,31.0,333.15,2.0,0.81,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,51.0,333.15,2.0,0.83,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,76.0,333.15,2.0,0.88,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,100.0,333.15,2.0,0.93,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,11.0,298.15,2.5,0.95,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,13.0,298.15,2.5,0.96,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,35.0,298.15,2.5,1.0,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,60.0,298.15,2.5,1.01,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,70.0,298.15,2.5,1.02,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,99.0,298.15,2.5,1.03,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,11.0,313.15,2.5,0.89,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,15.0,313.15,2.5,0.92,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,36.0,313.15,2.5,0.98,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,57.0,313.15,2.5,0.98,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,66.0,313.15,2.5,0.99,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,78.0,313.15,2.5,1.0,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,100.0,313.15,2.5,1.02,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,11.0,333.15,2.5,0.83,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,13.0,333.15,2.5,0.85,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,33.0,333.15,2.5,0.89,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,62.0,333.15,2.5,0.94,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,72.0,333.15,2.5,0.96,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,99.0,333.15,2.5,0.98,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,9.0,298.15,5.0,0.59,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,16.0,298.15,5.0,0.61,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,21.0,298.15,5.0,0.62,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,30.0,298.15,5.0,0.64,Sema et al (2011)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,2.865,298.15,2.0,0.835,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,7.494,298.15,2.0,0.884,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,13.895,298.15,2.0,0.912,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,27.654,298.15,2.0,0.946,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,89.464,298.15,2.0,0.975,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,2.862,313.15,2.0,0.683,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,7.752,313.15,2.0,0.772,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,14.477,313.15,2.0,0.85,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,28.35,313.15,2.0,0.89,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,92.992,313.15,2.0,0.941,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,2.937,333.15,2.0,0.351,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,7.62,333.15,2.0,0.433,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,14.59,333.15,2.0,0.579,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,28.63,333.15,2.0,0.771,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,93.961,333.15,2.0,0.851,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,2.954,353.15,2.0,0.321,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,7.624,353.15,2.0,0.374,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,14.065,353.15,2.0,0.443,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,27.566,353.15,2.0,0.553,Singto et.al (2016)
4-(diethylamino)-2-butanol,DEAB,Tertiary,C8H19NO,90.538,353.15,2.0,0.712,Singto et.al (2016)
4-(dipropylamino)-2-butanol,4DPA2B,Tertiary,C10H23NO,2.983,298.15,2.0,0.11,Singto et.al (2016)
4-(dipropylamino)-2-butanol,4DPA2B,Tertiary,C10H23NO,7.725,298.15,2.0,0.272,Singto et.al (2016)
4-(dipropylamino)-2-butanol,4DPA2B,Tertiary,C10H23NO,14.036,298.15,2.0,0.411,Singto et.al (2016)
4-(dipropylamino)-2-butanol,4DPA2B,Tertiary,C10H23NO,27.654,298.15,2.0,0.499,Singto et.al (2016)
4-(dipropylamino)-2-butanol,4DPA2B,Tertiary,C10H23NO,89.464,298.15,2.0,0.59,Singto et.al (2016)
4-(dipropylamino)-2-butanol,4DPA2B,Tertiary,C10H23NO,2.909,313.15,2.0,0.047,Singto et.al (2016)
4-(dipropylamino)-2-butanol,4DPA2B,Tertiary,C10H23NO,7.687,313.15,2.0,0.069,Singto et.al (2016)
4-(dipropylamino)-2-butanol,4DPA2B,Tertiary,C10H23NO,14.35,313.15,2.0,0.117,Singto et.al (2016)
